ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
14862,FIFA World Cup qualification,2013-06-07,Belgium,Serbia,2,1,1
14863,FIFA World Cup qualification,2013-06-07,Costa Rica,Honduras,1,0,1
14864,FIFA World Cup qualification,2013-06-07,Croatia,Scotland,0,1,1
14865,Friendly,2013-06-07,Indonesia,Netherlands,0,3,1
14866,FIFA World Cup qualification,2013-06-07,Jamaica,United States,1,2,1
14867,FIFA World Cup qualification,2013-06-07,Moldova,Poland,1,1,1
14868,FIFA World Cup qualification,2013-06-07,Panama,Mexico,0,0,1
14869,FIFA World Cup qualification,2013-06-07,Peru,Ecuador,1,0,1
14870,FIFA World Cup qualification,2013-06-07,Portugal,Russia,1,0,1
14871,FIFA World Cup qualification,2013-06-07,Sudan,Ghana,1,3,1
14872,FIFA World Cup qualification,2013-06-08,Angola,Senegal,1,1,1
14873,Friendly,2013-06-08,Haiti,Spain,1,2,0
14874,FIFA World Cup qualification,2013-06-08,Morocco,Tanzania,2,1,1
14875,FIFA World Cup qualification,2013-06-08,Sierra Leone,Tunisia,2,2,1
14876,FIFA World Cup qualification,2013-06-08,Switzerland,Cyprus,1,0,1
14877,Friendly,2013-06-09,Brazil,France,3,0,1
14878,FIFA World Cup qualification,2013-06-09,Togo,Cameroon,0,3,1
14879,Friendly,2013-06-10,Croatia,Portugal,0,1,0
14880,FIFA World Cup qualification,2013-06-11,Australia,Jordan,4,0,1
14881,Friendly,2013-06-11,China PR,Netherlands,0,2,1
14882,FIFA World Cup qualification,2013-06-11,Denmark,Armenia,0,4,1
14883,FIFA World Cup qualification,2013-06-11,Ecuador,Argentina,1,1,1
14884,FIFA World Cup qualification,2013-06-11,Iran,Lebanon,4,0,1
14885,FIFA World Cup qualification,2013-06-11,Iraq,Japan,0,1,0
14886,FIFA World Cup qualification,2013-06-11,South Korea,Uzbekistan,1,0,1
14887,FIFA World Cup qualification,2013-06-11,Mexico,Costa Rica,0,0,1
14888,Friendly,2013-06-11,Qatar,North Korea,0,0,1
14889,Friendly,2013-06-11,Spain,Republic of Ireland,2,0,0
14890,FIFA World Cup qualification,2013-06-11,United States,Panama,2,0,1
14891,FIFA World Cup qualification,2013-06-11,Venezuela,Uruguay,0,1,1
14892,Friendly,2013-06-12,Ghana,Ivory Coast,2,1,1
14893,Friendly,2013-06-14,Ghana,Ivory Coast,1,1,1
14894,Friendly,2013-06-14,Guatemala,Argentina,0,4,1
14895,Confederations Cup,2013-06-15,Brazil,Japan,3,0,1
14896,FIFA World Cup qualification,2013-06-15,Morocco,Gambia,2,0,1
14897,FIFA World Cup qualification,2013-06-16,DR Congo,Cameroon,0,0,1
14898,FIFA World Cup qualification,2013-06-16,Equatorial Guinea,Tunisia,1,1,1
14899,FIFA World Cup qualification,2013-06-16,Lesotho,Ghana,0,2,1
14900,FIFA World Cup qualification,2013-06-16,Liberia,Senegal,0,2,1
14901,Confederations Cup,2013-06-16,Mexico,Italy,1,2,0
14902,Confederations Cup,2013-06-16,Spain,Uruguay,2,1,0
14903,FIFA World Cup qualification,2013-06-18,Australia,Iraq,1,0,1
14904,FIFA World Cup qualification,2013-06-18,Costa Rica,Panama,2,0,1
14905,FIFA World Cup qualification,2013-06-18,South Korea,Iran,0,1,1
14906,FIFA World Cup qualification,2013-06-18,United States,Honduras,1,0,1
14907,FIFA World Cup qualification,2013-06-18,Uzbekistan,Qatar,5,1,1
14908,Confederations Cup,2013-06-19,Brazil,Mexico,2,0,1
14909,Confederations Cup,2013-06-19,Italy,Japan,4,3,0
14910,Confederations Cup,2013-06-20,Nigeria,Uruguay,1,2,0
14911,Confederations Cup,2013-06-20,Spain,Tahiti,10,0,0
14912,Confederations Cup,2013-06-22,Brazil,Italy,4,2,1
14913,Confederations Cup,2013-06-22,Japan,Mexico,1,2,0
14914,Confederations Cup,2013-06-23,Nigeria,Spain,0,3,0
14915,Confederations Cup,2013-06-23,Uruguay,Tahiti,8,0,0
14916,Confederations Cup,2013-06-26,Brazil,Uruguay,2,1,1
14917,Confederations Cup,2013-06-27,Spain,Italy,0,0,0
14918,Confederations Cup,2013-06-30,Brazil,Spain,3,0,1
14919,Confederations Cup,2013-06-30,Uruguay,Italy,2,2,0
14920,Gold Cup,2013-07-07,Canada,Martinique,0,1,0
14921,Gold Cup,2013-07-07,Mexico,Panama,1,2,0
14922,Gold Cup,2013-07-09,Costa Rica,Cuba,3,0,0
14923,Gold Cup,2013-07-09,United States,Belize,6,1,1
14924,Gold Cup,2013-07-11,Mexico,Canada,2,0,0
14925,Gold Cup,2013-07-13,Costa Rica,Belize,1,0,0
14926,African Nations Championship,2013-07-13,Morocco,Tunisia,0,0,1
14927,Gold Cup,2013-07-13,United States,Cuba,4,1,1
14928,Gold Cup,2013-07-14,Martinique,Mexico,1,3,0
14929,Gold Cup,2013-07-14,Panama,Canada,0,0,0
14930,Gold Cup,2013-07-16,United States,Costa Rica,1,0,1
14931,EAFF Championship,2013-07-20,South Korea,Australia,0,0,1
14932,African Nations Championship,2013-07-20,Mauritania,Senegal,2,0,1
14933,Gold Cup,2013-07-20,Mexico,Trinidad and Tobago,1,0,0
14934,Gold Cup,2013-07-21,Honduras,Costa Rica,1,0,0
14935,EAFF Championship,2013-07-21,Japan,China PR,3,3,0
14936,Gold Cup,2013-07-21,United States,El Salvador,5,1,1
14937,EAFF Championship,2013-07-24,South Korea,China PR,0,0,1
14938,Gold Cup,2013-07-24,Panama,Mexico,2,1,0
14939,Gold Cup,2013-07-24,United States,Honduras,3,1,1
14940,EAFF Championship,2013-07-25,Japan,Australia,3,2,0
14941,EAFF Championship,2013-07-28,Australia,China PR,3,4,0
14942,African Nations Championship,2013-07-28,Cameroon,Gabon,1,0,1
14943,EAFF Championship,2013-07-28,South Korea,Japan,1,2,1
14944,Gold Cup,2013-07-28,United States,Panama,1,0,1
14945,African Nations Championship,2013-08-09,Gabon,Cameroon,1,0,1
14946,Friendly,2013-08-14,Belgium,France,0,0,1
14947,Friendly,2013-08-14,Bosnia and Herzegovina,United States,3,4,1
14948,Friendly,2013-08-14,Colombia,Serbia,1,0,0
14949,Friendly,2013-08-14,Dominican Republic,Costa Rica,0,4,1
14950,Friendly,2013-08-14,Ecuador,Spain,0,2,1
14951,Friendly,2013-08-14,England,Scotland,3,2,1
14952,Friendly,2013-08-14,Germany,Paraguay,3,3,1
14953,Friendly,2013-08-14,Italy,Argentina,1,2,1
14954,Friendly,2013-08-14,Japan,Uruguay,2,4,1
14955,Friendly,2013-08-14,South Korea,Peru,0,0,1
14956,Friendly,2013-08-14,Liechtenstein,Croatia,2,3,1
14957,Friendly,2013-08-14,Mexico,Ivory Coast,4,1,0
14958,Friendly,2013-08-14,Morocco,Burkina Faso,1,2,1
14959,Friendly,2013-08-14,Poland,Denmark,3,2,1
14960,Friendly,2013-08-14,Portugal,Netherlands,1,1,1
14961,Friendly,2013-08-14,Switzerland,Brazil,1,0,1
14962,Friendly,2013-08-14,Tunisia,Congo,3,0,1
14963,Friendly,2013-08-14,Turkey,Ghana,2,2,1
14964,Friendly,2013-08-14,Wales,Republic of Ireland,0,0,1
14965,Friendly,2013-08-14,Zambia,Senegal,1,1,0
14966,African Nations Championship,2013-08-26,Cameroon,DR Congo,0,1,1
14967,African Nations Championship,2013-08-30,DR Congo,Cameroon,1,1,1
14968,Friendly,2013-08-30,Libya,Ghana,1,0,0
14969,Friendly,2013-09-05,Qatar,Mauritius,3,0,1
14970,OSN Cup,2013-09-05,Saudi Arabia,New Zealand,0,1,1
14971,FIFA World Cup qualification,2013-09-06,Colombia,Ecuador,1,0,1
14972,FIFA World Cup qualification,2013-09-06,Costa Rica,United States,3,1,1
14973,FIFA World Cup qualification,2013-09-06,England,Moldova,4,0,1
14974,FIFA World Cup qualification,2013-09-06,Estonia,Netherlands,2,2,1
14975,FIFA World Cup qualification,2013-09-06,Finland,Spain,0,2,1
14976,FIFA World Cup qualification,2013-09-06,Georgia,France,0,0,1
14977,FIFA World Cup qualification,2013-09-06,Germany,Austria,3,0,1
14978,FIFA World Cup qualification,2013-09-06,Ghana,Zambia,2,1,1
14979,Friendly,2013-09-06,Japan,Guatemala,3,0,1
14980,Friendly,2013-09-06,South Korea,Haiti,4,1,1
14981,FIFA World Cup qualification,2013-09-06,North Macedonia,Wales,2,1,1
14982,FIFA World Cup qualification,2013-09-06,Malta,Denmark,1,2,1
14983,FIFA World Cup qualification,2013-09-06,Mexico,Honduras,1,2,1
14984,FIFA World Cup qualification,2013-09-06,Northern Ireland,Portugal,2,4,1
14985,FIFA World Cup qualification,2013-09-06,Peru,Uruguay,1,2,1
14986,FIFA World Cup qualification,2013-09-06,Poland,Montenegro,1,1,1
14987,FIFA World Cup qualification,2013-09-06,Scotland,Belgium,0,2,1
14988,FIFA World Cup qualification,2013-09-06,Serbia,Croatia,1,1,1
14989,FIFA World Cup qualification,2013-09-06,Switzerland,Iceland,4,4,1
14990,Friendly,2013-09-07,Brazil,Australia,6,0,1
14991,FIFA World Cup qualification,2013-09-07,Ivory Coast,Morocco,1,1,1
14992,FIFA World Cup qualification,2013-09-07,Senegal,Uganda,1,0,0
14993,FIFA World Cup qualification,2013-09-07,Tunisia,Cape Verde,3,0,1
14994,FIFA World Cup qualification,2013-09-08,Cameroon,Libya,1,0,1
14995,Friendly,2013-09-08,Canada,Mauritania,0,0,0
14996,Friendly,2013-09-09,Qatar,Lebanon,1,1,1
14997,OSN Cup,2013-09-09,Saudi Arabia,Trinidad and Tobago,1,3,1
14998,FIFA World Cup qualification,2013-09-10,Andorra,Netherlands,0,2,1
14999,FIFA World Cup qualification,2013-09-10,Armenia,Denmark,0,1,1
15000,FIFA World Cup qualification,2013-09-10,Belarus,France,2,4,1
15001,FIFA World Cup qualification,2013-09-10,Bolivia,Ecuador,1,1,1
15002,Friendly,2013-09-10,Brazil,Portugal,3,1,0
15003,Friendly,2013-09-10,Canada,Mauritania,0,1,0
15004,FIFA World Cup qualification,2013-09-10,Faroe Islands,Germany,0,3,1
15005,FIFA World Cup qualification,2013-09-10,Jamaica,Costa Rica,1,1,1
15006,Friendly,2013-09-10,Japan,Ghana,3,1,1
15007,Friendly,2013-09-10,South Korea,Croatia,1,2,1
15008,FIFA World Cup qualification,2013-09-10,Norway,Switzerland,0,2,1
15009,FIFA World Cup qualification,2013-09-10,Paraguay,Argentina,2,5,1
15010,FIFA World Cup qualification,2013-09-10,San Marino,Poland,1,5,1
15011,Friendly,2013-09-10,Spain,Chile,2,2,0
15012,FIFA World Cup qualification,2013-09-10,Ukraine,England,0,0,1
15013,FIFA World Cup qualification,2013-09-10,Uruguay,Colombia,2,0,1
15014,FIFA World Cup qualification,2013-09-10,United States,Mexico,2,0,1
15015,FIFA World Cup qualification,2013-09-10,Wales,Serbia,0,3,1
15016,Friendly,2013-10-09,Qatar,Vietnam,1,2,1
15017,FIFA World Cup qualification,2013-10-11,Albania,Switzerland,1,2,1
15018,FIFA World Cup qualification,2013-10-11,Argentina,Peru,3,1,1
15019,FIFA World Cup qualification,2013-10-11,Croatia,Belgium,1,2,1
15020,FIFA World Cup qualification,2013-10-11,Denmark,Italy,2,2,1
15021,FIFA World Cup qualification,2013-10-11,Ecuador,Uruguay,1,0,1
15022,FIFA World Cup qualification,2013-10-11,England,Montenegro,4,1,1
15023,Friendly,2013-10-11,France,Australia,6,0,1
15024,FIFA World Cup qualification,2013-10-11,Germany,Republic of Ireland,3,0,1
15025,FIFA World Cup qualification,2013-10-11,Honduras,Costa Rica,1,0,1
15026,FIFA World Cup qualification,2013-10-11,Mexico,Panama,2,1,1
15027,Friendly,2013-10-11,Morocco,South Africa,1,1,1
15028,FIFA World Cup qualification,2013-10-11,Netherlands,Hungary,8,1,1
15029,FIFA World Cup qualification,2013-10-11,Portugal,Israel,1,1,1
15030,Friendly,2013-10-11,Serbia,Japan,2,0,1
15031,FIFA World Cup qualification,2013-10-11,Spain,Belarus,2,1,1
15032,FIFA World Cup qualification,2013-10-11,Ukraine,Poland,1,0,1
15033,FIFA World Cup qualification,2013-10-11,United States,Jamaica,2,0,1
15034,FIFA World Cup qualification,2013-10-11,Wales,North Macedonia,1,0,1
15035,FIFA World Cup qualification,2013-10-12,Ivory Coast,Senegal,3,1,1
15036,Friendly,2013-10-12,South Korea,Brazil,0,2,1
15037,AFC Asian Cup qualification,2013-10-13,Qatar,Yemen,6,0,1
15038,FIFA World Cup qualification,2013-10-13,Tunisia,Cameroon,0,0,1
15039,Friendly,2013-10-15,Australia,Canada,3,0,0
15040,Friendly,2013-10-15,Belarus,Japan,1,0,1
15041,FIFA World Cup qualification,2013-10-15,Belgium,Wales,1,1,1
15042,Friendly,2013-10-15,Brazil,Zambia,2,0,0
15043,FIFA World Cup qualification,2013-10-15,Chile,Ecuador,2,1,1
15044,FIFA World Cup qualification,2013-10-15,Costa Rica,Mexico,2,1,1
15045,FIFA World Cup qualification,2013-10-15,Denmark,Malta,6,0,1
15046,FIFA World Cup qualification,2013-10-15,England,Poland,2,0,1
15047,FIFA World Cup qualification,2013-10-15,France,Finland,3,0,1
15048,FIFA World Cup qualification,2013-10-15,Ghana,Egypt,6,1,1
15049,AFC Asian Cup qualification,2013-10-15,Iran,Thailand,2,1,1
15050,AFC Asian Cup qualification,2013-10-15,Iraq,Saudi Arabia,0,2,0
15051,Friendly,2013-10-15,South Korea,Mali,3,1,1
15052,FIFA World Cup qualification,2013-10-15,Panama,United States,2,3,1
15053,FIFA World Cup qualification,2013-10-15,Portugal,Luxembourg,3,0,1
15054,FIFA World Cup qualification,2013-10-15,Scotland,Croatia,2,0,1
15055,FIFA World Cup qualification,2013-10-15,Serbia,North Macedonia,5,1,1
15056,FIFA World Cup qualification,2013-10-15,Spain,Georgia,2,0,1
15057,FIFA World Cup qualification,2013-10-15,Sweden,Germany,3,5,1
15058,FIFA World Cup qualification,2013-10-15,Switzerland,Slovenia,1,0,1
15059,FIFA World Cup qualification,2013-10-15,Turkey,Netherlands,0,2,1
15060,FIFA World Cup qualification,2013-10-15,Uruguay,Argentina,3,2,1
15061,FIFA World Cup qualification,2013-11-13,Jordan,Uruguay,0,5,1
15062,Friendly,2013-11-14,Belgium,Colombia,0,2,1
15063,Friendly,2013-11-15,Argentina,Ecuador,0,0,0
15064,Friendly,2013-11-15,Czech Republic,Canada,2,0,1
15065,Friendly,2013-11-15,Denmark,Norway,2,1,1
15066,Friendly,2013-11-15,England,Chile,0,2,1
15067,FIFA World Cup qualification,2013-11-15,Iceland,Croatia,0,0,1
15068,Friendly,2013-11-15,Italy,Germany,1,1,1
15069,Friendly,2013-11-15,South Korea,Switzerland,2,1,1
15070,Friendly,2013-11-15,Poland,Slovakia,0,2,1
15071,FIFA World Cup qualification,2013-11-15,Portugal,Sweden,1,0,1
15072,Friendly,2013-11-15,Russia,Serbia,1,1,0
15073,AFC Asian Cup qualification,2013-11-15,Saudi Arabia,Iraq,2,1,1
15074,Friendly,2013-11-15,Scotland,United States,0,0,1
15075,AFC Asian Cup qualification,2013-11-15,Thailand,Iran,0,3,1
15076,FIFA World Cup qualification,2013-11-15,Ukraine,France,2,0,1
15077,AFC Asian Cup qualification,2013-11-15,Yemen,Qatar,1,4,0
15078,Friendly,2013-11-16,Equatorial Guinea,Spain,1,2,1
15079,Friendly,2013-11-16,Honduras,Brazil,0,5,0
15080,Friendly,2013-11-16,Netherlands,Japan,2,2,0
15081,FIFA World Cup qualification,2013-11-16,Senegal,Ivory Coast,1,1,0
15082,Friendly,2013-11-16,Wales,Finland,1,1,1
15083,FIFA World Cup qualification,2013-11-17,Cameroon,Tunisia,4,1,1
15084,Friendly,2013-11-18,Argentina,Bosnia and Herzegovina,2,0,0
15085,Friendly,2013-11-19,Australia,Costa Rica,1,0,1
15086,Friendly,2013-11-19,Austria,United States,1,0,1
15087,Friendly,2013-11-19,Belgium,Japan,2,3,1
15088,Friendly,2013-11-19,Brazil,Chile,2,1,0
15089,AFC Asian Cup qualification,2013-11-19,China PR,Saudi Arabia,0,0,1
15090,FIFA World Cup qualification,2013-11-19,Croatia,Iceland,2,0,1
15091,FIFA World Cup qualification,2013-11-19,Egypt,Ghana,2,1,1
15092,Friendly,2013-11-19,England,Germany,0,1,1
15093,FIFA World Cup qualification,2013-11-19,France,Ukraine,3,0,1
15094,Friendly,2013-11-19,Honduras,Ecuador,2,2,0
15095,AFC Asian Cup qualification,2013-11-19,Lebanon,Iran,1,4,1
15096,AFC Asian Cup qualification,2013-11-19,Malaysia,Qatar,0,1,1
15097,Friendly,2013-11-19,Netherlands,Colombia,0,0,1
15098,Friendly,2013-11-19,Poland,Republic of Ireland,0,0,1
15099,Friendly,2013-11-19,Russia,South Korea,2,1,0
15100,Friendly,2013-11-19,Slovenia,Canada,1,0,1
15101,Friendly,2013-11-19,South Africa,Spain,1,0,1
15102,FIFA World Cup qualification,2013-11-19,Sweden,Portugal,2,3,1
15103,FIFA World Cup qualification,2013-11-20,New Zealand,Mexico,2,4,1
15104,FIFA World Cup qualification,2013-11-20,Uruguay,Jordan,0,0,1
15105,Friendly,2013-12-21,Qatar,Bahrain,1,1,1
15106,WAFF Championship,2013-12-25,Qatar,Palestine,1,0,1
15107,WAFF Championship,2013-12-28,Palestine,Saudi Arabia,0,0,0
15108,WAFF Championship,2013-12-31,Qatar,Saudi Arabia,4,1,1
15109,Friendly,2014-01-04,Namibia,Ghana,0,1,1
15110,WAFF Championship,2014-01-04,Qatar,Kuwait,3,0,1
15111,WAFF Championship,2014-01-07,Qatar,Jordan,2,0,1
15112,African Nations Championship,2014-01-12,Zimbabwe,Morocco,0,0,0
15113,African Nations Championship,2014-01-13,Ghana,Congo,1,0,0
15114,African Nations Championship,2014-01-16,Burkina Faso,Morocco,1,1,0
15115,African Nations Championship,2014-01-17,Ghana,Libya,1,1,0
15116,Friendly,2014-01-18,Norway,Poland,0,3,0
15117,Friendly,2014-01-20,Moldova,Poland,0,1,0
15118,African Nations Championship,2014-01-20,Morocco,Uganda,3,1,0
15119,African Nations Championship,2014-01-21,Ethiopia,Ghana,0,1,0
15120,Friendly,2014-01-22,Chile,Costa Rica,4,0,1
15121,Friendly,2014-01-25,Costa Rica,South Korea,0,1,0
15122,African Nations Championship,2014-01-25,Morocco,Nigeria,3,4,0
15123,African Nations Championship,2014-01-26,Ghana,DR Congo,1,0,0
15124,Friendly,2014-01-29,Mexico,South Korea,4,0,0
15125,African Nations Championship,2014-01-29,Nigeria,Ghana,0,0,0
15126,African Nations Championship,2014-02-01,Libya,Ghana,0,0,0
15127,Friendly,2014-02-01,United States,South Korea,2,0,1
15128,AFC Asian Cup qualification,2014-03-03,Iran,Kuwait,3,2,1
15129,Friendly,2014-03-05,Australia,Ecuador,3,4,0
15130,Friendly,2014-03-05,Austria,Uruguay,1,1,1
15131,Friendly,2014-03-05,Belgium,Ivory Coast,2,2,1
15132,Friendly,2014-03-05,Colombia,Tunisia,1,1,0
15133,Friendly,2014-03-05,England,Denmark,1,0,1
15134,Friendly,2014-03-05,France,Netherlands,2,0,1
15135,Friendly,2014-03-05,Germany,Chile,1,0,1
15136,Friendly,2014-03-05,Greece,South Korea,0,2,1
15137,Friendly,2014-03-05,Iran,Guinea,1,2,1
15138,Friendly,2014-03-05,Republic of Ireland,Serbia,1,2,1
15139,Friendly,2014-03-05,Japan,New Zealand,4,2,1
15140,Friendly,2014-03-05,Mali,Senegal,1,1,0
15141,Friendly,2014-03-05,Montenegro,Ghana,1,0,1
15142,Friendly,2014-03-05,Morocco,Gabon,1,1,1
15143,Friendly,2014-03-05,Poland,Scotland,0,1,1
15144,Friendly,2014-03-05,Portugal,Cameroon,5,1,1
15145,AFC Asian Cup qualification,2014-03-05,Qatar,Bahrain,0,0,1
15146,Friendly,2014-03-05,Romania,Argentina,0,0,1
15147,AFC Asian Cup qualification,2014-03-05,Saudi Arabia,Indonesia,1,0,1
15148,Friendly,2014-03-05,South Africa,Brazil,0,5,1
15149,Friendly,2014-03-05,Spain,Italy,1,0,1
15150,Friendly,2014-03-05,Switzerland,Croatia,2,2,1
15151,Friendly,2014-03-05,Ukraine,United States,2,0,0
15152,Friendly,2014-03-05,Wales,Iceland,3,1,1
15153,Friendly,2014-05-13,Germany,Poland,0,0,1
15154,Friendly,2014-05-17,Netherlands,Ecuador,1,1,1
15155,Friendly,2014-05-18,Belarus,Iran,0,0,0
15156,Friendly,2014-05-21,Burkina Faso,Senegal,1,1,1
15157,Friendly,2014-05-22,Hungary,Denmark,2,2,1
15158,Friendly,2014-05-23,Bulgaria,Canada,1,1,0
15159,Friendly,2014-05-24,Moldova,Saudi Arabia,4,0,0
15160,Friendly,2014-05-25,Kosovo,Senegal,1,3,0
15161,Friendly,2014-05-26,Australia,South Africa,1,1,1
15162,Friendly,2014-05-26,Belgium,Luxembourg,5,1,1
15163,Friendly,2014-05-26,Jamaica,Serbia,1,2,0
15164,Friendly,2014-05-26,North Macedonia,Cameroon,0,2,0
15165,Friendly,2014-05-26,Montenegro,Iran,0,0,0
15166,Friendly,2014-05-27,France,Norway,4,0,1
15167,Friendly,2014-05-27,Japan,Cyprus,1,0,1
15168,Friendly,2014-05-27,Moldova,Canada,1,1,0
15169,Friendly,2014-05-28,Angola,Morocco,2,0,0
15170,Friendly,2014-05-28,Denmark,Sweden,1,0,1
15171,Friendly,2014-05-28,South Korea,Tunisia,0,1,1
15172,Friendly,2014-05-29,Cameroon,Paraguay,1,2,0
15173,Friendly,2014-05-29,Georgia,Saudi Arabia,2,0,0
15174,Friendly,2014-05-30,Angola,Iran,1,1,0
15175,Friendly,2014-05-30,England,Peru,3,0,1
15176,Friendly,2014-05-30,North Macedonia,Qatar,0,0,0
15177,Friendly,2014-05-30,Spain,Bolivia,2,0,1
15178,Friendly,2014-05-30,Switzerland,Jamaica,1,0,1
15179,Friendly,2014-05-30,Uruguay,Northern Ireland,1,0,1
15180,Friendly,2014-05-31,Colombia,Senegal,2,2,0
15181,Friendly,2014-05-31,Croatia,Mali,2,1,1
15182,Friendly,2014-05-31,Mexico,Ecuador,3,1,0
15183,Friendly,2014-05-31,Netherlands,Ghana,1,0,1
15184,Friendly,2014-05-31,Portugal,Greece,0,0,1
15185,Friendly,2014-06-01,France,Paraguay,1,1,1
15186,Friendly,2014-06-01,Germany,Cameroon,2,2,1
15187,Friendly,2014-06-01,Sweden,Belgium,0,2,1
15188,Friendly,2014-06-01,United States,Turkey,2,1,1
15189,Friendly,2014-06-02,Costa Rica,Japan,1,3,0
15190,Friendly,2014-06-03,Brazil,Panama,4,0,1
15191,Friendly,2014-06-03,Mexico,Bosnia and Herzegovina,0,1,0
15192,Friendly,2014-06-03,Switzerland,Peru,2,0,1
15193,Friendly,2014-06-04,Argentina,Trinidad and Tobago,3,0,1
15194,Friendly,2014-06-04,Ecuador,England,2,2,0
15195,Friendly,2014-06-04,Netherlands,Wales,2,0,1
15196,Friendly,2014-06-06,Brazil,Serbia,1,0,1
15197,Friendly,2014-06-06,Costa Rica,Republic of Ireland,1,1,0
15198,Friendly,2014-06-06,Croatia,Australia,1,0,0
15199,Friendly,2014-06-06,Germany,Armenia,6,1,1
15200,Friendly,2014-06-06,Japan,Zambia,4,3,0
15201,Friendly,2014-06-06,Mexico,Portugal,0,1,0
15202,Friendly,2014-06-06,Poland,Lithuania,2,1,1
15203,Friendly,2014-06-06,Russia,Morocco,2,0,1
15204,Friendly,2014-06-07,Argentina,Slovenia,2,0,1
15205,Friendly,2014-06-07,Belgium,Tunisia,1,0,1
15206,Friendly,2014-06-07,Cameroon,Moldova,1,0,1
15207,Friendly,2014-06-07,El Salvador,Spain,0,2,0
15208,Friendly,2014-06-07,Honduras,England,0,0,0
15209,Friendly,2014-06-07,United States,Nigeria,2,1,1
15210,Friendly,2014-06-08,France,Jamaica,8,0,1
15211,Friendly,2014-06-08,Iran,Trinidad and Tobago,2,0,0
15212,Friendly,2014-06-09,Ghana,South Korea,4,0,0
15213,Friendly,2014-06-10,Republic of Ireland,Portugal,1,5,0
15214,Friendly,2014-07-14,Qatar,Indonesia,2,2,1
15215,UNCAF Cup,2014-09-03,Costa Rica,Nicaragua,3,0,0
15216,Friendly,2014-09-03,Czech Republic,United States,0,1,1
15217,Friendly,2014-09-03,Denmark,Turkey,1,2,1
15218,Friendly,2014-09-03,England,Norway,1,0,1
15219,Friendly,2014-09-03,Germany,Argentina,2,4,1
15220,Friendly,2014-09-03,Morocco,Qatar,0,0,1
15221,Friendly,2014-09-04,Belgium,Australia,2,0,1
